SaleID;DateKey;ProductKey;CustomerKey;StoreKey;PromotionKey;Quantity;Revenue;Cost;Margin
4193;2022-09-30;P001;C0866;S003;PR03;1;376;285,98;90,02
4194;2023-08-11;P057;C0091;S004;PR08;3;665;551,68;113,32
4195;2022-06-26;P017;C0469;S012;PR04;7;305;224,4;80,6
4196;2024-04-10;P050;C0863;S008;PR03;2;498;378,85;119,15
4197;2023-10-05;P098;C0434;S010;PR07;2;565;402,77;162,23
4198;2024-12-08;P014;C0249;S001;PR07;9;742;578,15;163,85
4199;2023-07-21;P059;C0644;S013;PR09;6;717;595,14;121,86
4200;2023-10-28;P081;C0681;S007;PR10;4;431;306,78;124,22
4201;2025-10-10;P003;C0955;S020;PR07;9;987;556,03;430,97
4202;2025-08-24;P098;C0572;S003;PR06;7;350;269,36;80,64
4203;2024-05-17;P040;C0881;S016;PR03;7;712;518,19;193,81
4204;2024-12-05;P089;C0849;S012;PR04;8;803;663,89;139,11
4205;2022-10-29;P066;C0241;S005;PR08;3;941;560,13;380,87
4206;2024-05-17;P034;C0702;S018;PR06;2;468;392,89;75,11
4207;2024-06-30;P090;C0496;S008;PR09;1;716;496,29;219,71
4208;2023-02-12;P095;C0340;S012;PR08;2;946;792,18;153,82
4209;2025-04-27;P009;C0793;S003;PR08;3;46;35,62;10,38
4210;2024-04-01;P094;C0744;S016;PR10;5;131;105,2;25,8
4211;2025-02-26;P084;C0471;S010;PR10;8;511;313,42;197,58
4212;2023-07-15;P021;C0463;S017;PR07;3;836;482,21;353,79
4213;2025-07-13;P093;C0801;S010;PR10;7;156;112,07;43,93
4214;2025-02-15;P025;C0275;S003;PR01;5;557;351,48;205,52
4215;2023-04-09;P044;C0825;S002;PR05;5;281;237,46;43,54
4216;2022-05-24;P025;C0015;S014;PR07;8;666;448,5;217,5
4217;2023-03-18;P009;C0041;S009;PR10;5;800;430,93;369,07
4218;2025-05-08;P062;C0965;S017;PR09;7;708;477,6;230,4
4219;2025-03-26;P026;C0208;S004;PR04;8;541;371,82;169,18
4220;2023-05-02;P057;C0060;S015;PR08;8;318;159,53;158,47
4221;2024-05-09;P037;C0365;S013;PR01;3;129;75,58;53,42
4222;2025-03-03;P016;C0240;S019;PR04;4;452;226,21;225,79
4223;2022-05-28;P037;C0608;S009;PR04;8;498;346,78;151,22
4224;2025-09-21;P076;C0790;S004;PR02;5;643;387,24;255,76
4225;2024-12-30;P024;C0939;S008;PR03;1;632;354,31;277,69
4226;2025-06-10;P026;C0160;S015;PR03;7;805;638,77;166,23
4227;2025-09-19;P020;C0397;S014;PR09;3;286;146,0;140,0
4228;2024-03-21;P009;C0934;S003;PR07;2;797;591,45;205,55
4229;2023-10-28;P087;C0794;S017;PR02;5;687;481,28;205,72
4230;2022-03-31;P029;C0500;S008;PR09;1;232;178,65;53,35
4231;2025-09-19;P031;C0209;S014;PR08;9;328;179,18;148,82
4232;2022-07-18;P019;C0133;S013;PR06;5;73;58,77;14,23
4233;2025-03-30;P020;C0381;S015;PR06;6;684;419,0;265,0
4234;2023-06-22;P087;C0433;S011;PR02;7;793;398,87;394,13
4235;2025-02-18;P027;C0609;S015;PR03;9;893;651,74;241,26
4236;2022-10-28;P094;C0731;S012;PR06;5;414;331,52;82,48
4237;2023-12-25;P085;C0389;S009;PR03;4;531;331,23;199,77
4238;2024-08-20;P044;C0997;S015;PR07;3;820;561,41;258,59
4239;2025-12-30;P035;C0583;S001;PR05;5;344;221,64;122,36
4240;2022-03-09;P071;C0432;S012;PR04;3;757;389,75;367,25
4241;2023-04-04;P022;C0274;S006;PR08;5;115;87,81;27,19
4242;2023-02-02;P074;C0351;S001;PR02;8;193;160,1;32,9
4243;2023-09-12;P087;C0134;S019;PR03;2;363;234,87;128,13
4244;2025-08-02;P015;C0066;S013;PR10;4;224;123,32;100,68
4245;2025-03-09;P094;C0639;S006;PR04;8;74;50,08;23,92
4246;2023-12-31;P098;C0205;S017;PR10;5;766;625,56;140,44
4247;2023-07-10;P013;C0298;S013;PR06;8;729;519,07;209,93
4248;2024-02-20;P004;C0117;S009;PR05;6;245;140,71;104,29
4249;2024-06-12;P082;C0948;S008;PR05;1;326;226,12;99,88
4250;2023-09-02;P056;C0267;S015;PR07;5;300;184,32;115,68
4251;2024-01-18;P023;C0794;S018;PR08;2;636;323,24;312,76
4252;2022-10-09;P097;C0149;S002;PR06;7;810;664,02;145,98
4253;2023-10-23;P098;C0194;S002;PR03;4;709;551,64;157,36
4254;2024-07-12;P034;C0680;S011;PR04;2;321;264,32;56,68
4255;2024-09-22;P100;C0824;S001;PR01;1;224;165,53;58,47
4256;2024-01-16;P099;C0886;S018;PR05;5;239;157,12;81,88
4257;2022-03-28;P017;C0179;S007;PR10;8;447;300,66;146,34
4258;2025-01-07;P028;C0148;S017;PR08;8;160;91,46;68,54
4259;2025-05-13;P014;C0465;S016;PR03;2;474;301,09;172,91
4260;2024-03-01;P034;C0976;S007;PR10;6;963;536,73;426,27
4261;2025-09-22;P075;C0569;S007;PR04;7;164;109,18;54,82
4262;2025-07-01;P057;C0005;S002;PR04;1;988;717,36;270,64
4263;2022-10-31;P077;C0526;S005;PR06;5;545;321,45;223,55
4264;2025-11-04;P097;C0280;S014;PR09;6;177;146,97;30,03
4265;2022-05-10;P055;C0499;S008;PR10;7;124;90,07;33,93
4266;2023-08-19;P066;C0836;S012;PR03;9;761;439,08;321,92
4267;2025-07-23;P098;C0436;S007;PR04;3;909;507,63;401,37
4268;2023-07-12;P093;C0816;S006;PR06;8;945;528,72;416,28
4269;2024-06-17;P037;C0216;S013;PR06;3;308;258,98;49,02
4270;2025-04-21;P068;C0687;S012;PR07;9;651;379,41;271,59
4271;2025-07-15;P076;C0828;S017;PR01;8;713;398,52;314,48
4272;2025-09-07;P026;C0969;S016;PR09;9;204;113,71;90,29
4273;2022-03-19;P061;C0515;S001;PR02;5;236;146,44;89,56
4274;2024-02-23;P092;C0887;S007;PR04;9;50;35,77;14,23
4275;2025-09-24;P067;C0137;S003;PR03;3;298;157,25;140,75
4276;2023-11-05;P084;C0978;S006;PR03;7;967;537,46;429,54
4277;2022-08-26;P074;C0612;S003;PR05;3;494;415,83;78,17
4278;2025-03-03;P052;C0595;S003;PR07;6;244;174,76;69,24
4279;2025-04-30;P018;C0280;S008;PR07;8;902;495,1;406,9
4280;2025-10-11;P053;C0132;S014;PR07;2;841;582,42;258,58
4281;2022-10-05;P063;C0393;S009;PR03;8;706;412,54;293,46
4282;2024-11-07;P053;C0481;S005;PR09;1;196;164,79;31,21
4283;2023-06-08;P027;C0513;S015;PR06;4;103;65,52;37,48
4284;2022-06-29;P031;C0628;S017;PR10;7;587;322,75;264,25
4285;2022-05-03;P091;C0419;S010;PR08;1;111;79,31;31,69
4286;2025-06-23;P001;C0202;S008;PR01;6;27;14,8;12,2
4287;2025-10-28;P006;C0652;S018;PR04;6;681;463,98;217,02
4288;2024-12-10;P011;C0658;S006;PR07;7;593;473,38;119,62
4289;2024-12-30;P034;C0462;S017;PR09;9;73;45,33;27,67
4290;2023-04-25;P084;C0778;S004;PR03;7;182;121,42;60,58
4291;2024-11-08;P063;C0202;S015;PR06;3;650;349,64;300,36
4292;2022-03-25;P053;C0914;S010;PR08;4;498;361,66;136,34
4293;2025-03-24;P085;C0152;S013;PR03;1;127;68,48;58,52
4294;2023-07-19;P085;C0897;S001;PR06;5;875;537,63;337,37
4295;2023-09-11;P018;C0222;S009;PR09;7;290;230,38;59,62
4296;2022-12-23;P021;C0079;S005;PR09;3;645;356,34;288,66
4297;2024-03-26;P019;C0200;S011;PR06;6;256;203,28;52,72
4298;2023-10-09;P004;C0762;S004;PR05;3;280;201,8;78,2
4299;2023-03-19;P077;C0099;S020;PR01;4;548;301,05;246,95
4300;2024-12-28;P082;C0978;S016;PR03;5;623;348,24;274,76
4301;2023-06-07;P029;C0912;S018;PR03;6;648;474,42;173,58
4302;2022-05-23;P025;C0213;S008;PR04;6;406;306,62;99,38
4303;2022-07-11;P056;C0143;S002;PR05;1;422;307,85;114,15
4304;2025-11-11;P077;C0702;S017;PR08;8;377;282,72;94,28
4305;2023-01-13;P063;C0389;S010;PR09;3;238;149,12;88,88
4306;2023-08-04;P027;C0813;S013;PR07;4;484;242,24;241,76
4307;2023-06-19;P060;C0374;S015;PR10;8;440;301,45;138,55
4308;2025-08-09;P083;C0052;S009;PR06;5;168;118,96;49,04
4309;2024-10-29;P049;C0967;S008;PR03;6;376;278,5;97,5
4310;2025-07-18;P065;C0624;S006;PR09;1;70;40,67;29,33
4311;2025-11-11;P038;C0135;S004;PR10;8;73;40,85;32,15
4312;2022-04-03;P083;C0411;S018;PR01;5;158;124,92;33,08
4313;2023-06-13;P052;C0985;S003;PR09;1;980;778,56;201,44
4314;2025-03-23;P001;C0470;S004;PR03;7;689;582,66;106,34
4315;2023-02-09;P040;C0112;S013;PR09;2;877;542,79;334,21
4316;2024-04-19;P081;C0525;S020;PR10;6;768;399,86;368,14
4317;2025-03-18;P021;C0785;S011;PR01;3;132;87,99;44,01
4318;2024-06-07;P086;C0745;S008;PR08;6;446;297,89;148,11
4319;2025-07-14;P015;C0044;S014;PR06;9;517;265,11;251,89
4320;2023-02-26;P050;C0397;S014;PR09;6;311;218,1;92,9
4321;2023-04-17;P048;C0986;S016;PR04;1;365;215,82;149,18
4322;2024-06-11;P032;C0585;S014;PR05;6;530;287,1;242,9
4323;2023-07-01;P049;C0261;S001;PR06;3;460;327,39;132,61
4324;2023-09-23;P068;C0743;S002;PR09;4;765;458,1;306,9
4325;2024-11-03;P045;C0545;S020;PR06;4;651;453,45;197,55
4326;2024-02-17;P032;C0388;S001;PR09;9;622;314,31;307,69
4327;2022-12-30;P004;C0476;S011;PR02;8;941;591,11;349,89
4328;2022-04-29;P065;C0410;S006;PR04;7;741;594,95;146,05
4329;2025-06-15;P097;C0580;S015;PR03;5;500;363,77;136,23
4330;2023-06-30;P071;C0016;S012;PR04;4;247;198,5;48,5
4331;2025-04-07;P073;C0997;S005;PR01;3;629;477,52;151,48
4332;2023-06-06;P065;C0662;S012;PR02;1;847;636,86;210,14
4333;2023-09-26;P080;C0804;S014;PR04;9;109;87,69;21,31
4334;2024-08-20;P018;C0102;S014;PR10;8;809;410,03;398,97
4335;2024-08-15;P054;C0186;S019;PR04;1;555;359,08;195,92
4336;2024-06-01;P047;C0951;S005;PR05;2;415;347,0;68,0
4337;2024-02-19;P006;C0931;S003;PR09;1;94;52,83;41,17
4338;2024-05-20;P066;C0025;S018;PR01;1;847;617,3;229,7
4339;2023-05-31;P009;C0072;S006;PR08;9;680;528,07;151,93
4340;2024-07-26;P068;C0593;S009;PR03;5;355;293,5;61,5
4341;2025-11-21;P023;C0573;S007;PR09;3;183;147,34;35,66
4342;2024-05-15;P043;C0018;S018;PR08;2;538;396,4;141,6
4343;2022-04-16;P051;C0754;S002;PR08;8;976;730,93;245,07
4344;2025-01-13;P072;C0570;S020;PR09;8;584;362,12;221,88
4345;2022-08-02;P025;C0332;S010;PR04;6;175;101,22;73,78
4346;2025-02-18;P080;C0889;S012;PR05;2;811;677,61;133,39
4347;2025-03-01;P035;C0569;S002;PR07;1;522;439,24;82,76
4348;2024-04-29;P017;C0097;S013;PR02;6;840;544,83;295,17
4349;2022-07-16;P018;C0727;S008;PR07;1;800;515,03;284,97
4350;2022-01-19;P027;C0831;S007;PR03;6;353;232,31;120,69
4351;2023-10-04;P015;C0012;S003;PR06;2;510;337,36;172,64
4352;2024-11-01;P081;C0011;S008;PR06;7;626;497,52;128,48
4353;2025-01-09;P069;C0909;S001;PR06;2;347;225,81;121,19
4354;2022-11-26;P080;C0163;S015;PR10;2;20;16,18;3,82
4355;2024-05-15;P015;C0283;S001;PR02;6;379;281,72;97,28
4356;2024-02-13;P042;C0729;S012;PR09;4;646;541,27;104,73
4357;2023-01-27;P034;C0872;S011;PR08;6;356;262,05;93,95
4358;2023-09-29;P048;C0835;S016;PR07;8;572;368,52;203,48
4359;2022-11-03;P083;C0241;S004;PR09;3;206;169,19;36,81
4360;2025-07-14;P008;C0857;S002;PR04;5;288;167,16;120,84
4361;2024-06-13;P010;C0045;S003;PR02;5;969;811,76;157,24
4362;2023-10-14;P005;C0970;S004;PR04;9;450;231,84;218,16
4363;2024-04-20;P048;C0593;S018;PR10;7;558;404,18;153,82
4364;2024-10-22;P026;C0255;S012;PR03;9;992;502,34;489,66
4365;2023-06-04;P086;C0067;S001;PR02;8;142;81,14;60,86
4366;2023-09-28;P023;C0918;S003;PR02;3;571;378,23;192,77
4367;2025-08-25;P062;C0614;S004;PR08;2;238;132,18;105,82
4368;2024-01-10;P013;C0974;S006;PR05;3;435;368,05;66,95
4369;2023-04-14;P009;C0603;S017;PR06;6;785;604,89;180,11
4370;2022-07-31;P020;C0042;S008;PR08;4;205;163,55;41,45
4371;2025-02-09;P092;C0788;S018;PR07;1;607;511,5;95,5
4372;2024-10-28;P057;C0816;S016;PR07;9;958;705,25;252,75
4373;2024-03-14;P024;C0786;S006;PR07;6;583;345,9;237,1
4374;2023-04-22;P033;C0384;S019;PR07;1;224;171,35;52,65
4375;2024-05-23;P020;C0589;S008;PR08;3;355;250,1;104,9
4376;2023-04-05;P060;C0234;S004;PR01;1;821;487,37;333,63
4377;2022-09-10;P048;C0966;S009;PR03;9;409;257,08;151,92
4378;2024-01-22;P064;C0714;S008;PR01;4;323;230,22;92,78
4379;2024-09-07;P030;C0485;S019;PR08;2;933;595,64;337,36
4380;2024-05-03;P073;C0733;S001;PR02;4;868;505,43;362,57
4381;2022-08-24;P017;C0774;S004;PR07;2;698;454,03;243,97
4382;2025-08-22;P100;C0039;S010;PR06;6;531;308,91;222,09
4383;2023-04-23;P014;C0011;S008;PR01;6;993;800,64;192,36
4384;2023-11-10;P019;C0624;S003;PR06;7;794;589,88;204,12
4385;2024-11-09;P071;C0409;S012;PR09;9;793;501,01;291,99
4386;2022-08-04;P059;C0108;S009;PR03;9;991;823,43;167,57
4387;2024-05-04;P067;C0094;S003;PR07;4;245;155,85;89,15
4388;2022-05-15;P097;C0823;S004;PR04;9;840;588,89;251,11
4389;2024-06-23;P044;C0084;S006;PR01;8;532;361,31;170,69
4390;2025-02-26;P032;C0058;S009;PR07;1;48;26,05;21,95
4391;2023-02-14;P011;C0293;S002;PR01;7;623;403,91;219,09
4392;2025-12-16;P002;C0016;S002;PR04;7;984;518,71;465,29
4393;2025-08-10;P090;C0991;S018;PR09;4;634;354,85;279,15
4394;2025-06-23;P068;C0477;S003;PR05;7;531;411,86;119,14
4395;2022-03-27;P017;C0838;S003;PR07;5;654;396,28;257,72
4396;2023-07-10;P081;C0605;S018;PR07;5;633;336,21;296,79
4397;2025-10-30;P092;C0992;S006;PR03;5;373;280,36;92,64
4398;2023-01-13;P094;C0969;S001;PR08;6;744;580,94;163,06
4399;2025-11-14;P040;C0165;S015;PR01;7;491;344,84;146,16
4400;2024-12-10;P087;C0437;S011;PR04;5;708;580,89;127,11
4401;2022-08-30;P046;C0727;S010;PR10;9;334;266,3;67,7
4402;2025-08-10;P088;C0656;S004;PR04;9;928;643,52;284,48
4403;2024-07-08;P093;C0786;S014;PR02;7;576;436,58;139,42
4404;2022-09-23;P004;C0403;S002;PR06;3;961;591,24;369,76
4405;2025-02-17;P038;C0940;S013;PR01;4;909;656,93;252,07
4406;2023-12-13;P063;C0386;S016;PR03;4;298;250,89;47,11
4407;2025-06-25;P029;C0954;S012;PR09;7;307;239,45;67,55
4408;2022-03-11;P019;C0138;S005;PR10;2;859;542,1;316,9
4409;2022-02-26;P091;C0716;S019;PR06;5;386;318,96;67,04
4410;2025-11-06;P029;C0814;S003;PR02;4;350;276,08;73,92
4411;2022-02-08;P100;C0722;S020;PR09;9;416;213,42;202,58
4412;2024-03-11;P035;C0531;S002;PR02;1;840;639,33;200,67
4413;2024-11-07;P070;C0806;S017;PR07;3;807;679,28;127,72
4414;2024-01-02;P023;C0293;S011;PR01;6;404;246,92;157,08
4415;2024-04-04;P046;C0475;S001;PR05;4;844;503,33;340,67
4416;2024-01-26;P044;C0880;S019;PR07;3;597;432,24;164,76
4417;2022-12-18;P048;C0462;S008;PR03;6;530;285,43;244,57
4418;2025-08-14;P052;C0813;S011;PR04;3;926;681,76;244,24
4419;2022-10-10;P008;C0373;S008;PR05;7;577;334,26;242,74
4420;2022-04-20;P055;C0162;S017;PR03;1;49;32,24;16,76
4421;2024-10-13;P066;C0642;S020;PR06;9;216;175,43;40,57
4422;2025-04-18;P077;C0044;S006;PR03;2;282;219,64;62,36
4423;2023-06-28;P040;C0865;S007;PR08;4;427;229,64;197,36
4424;2022-01-25;P085;C0083;S013;PR07;6;114;87,38;26,62
4425;2024-04-22;P031;C0892;S007;PR01;6;963;620,27;342,73
4426;2024-03-01;P048;C0636;S011;PR02;8;62;52,58;9,42
4427;2024-01-08;P100;C0539;S010;PR04;8;781;472,43;308,57
4428;2022-02-26;P061;C0816;S008;PR05;4;866;575,64;290,36
4429;2022-06-29;P052;C0862;S010;PR10;6;55;34,07;20,93
4430;2022-08-20;P038;C0519;S011;PR04;9;477;336,36;140,64
4431;2022-12-09;P091;C0411;S020;PR04;7;148;87,77;60,23
4432;2023-04-22;P036;C0341;S017;PR09;8;538;440,85;97,15
4433;2023-07-30;P087;C0711;S011;PR04;8;63;45,1;17,9
4434;2023-03-31;P055;C0624;S016;PR04;2;80;66,4;13,6
4435;2025-06-09;P085;C0089;S005;PR04;7;557;411,17;145,83
4436;2022-10-16;P013;C0640;S010;PR02;3;382;215,85;166,15
4437;2025-05-21;P037;C0230;S020;PR08;7;894;451,82;442,18
4438;2022-09-15;P047;C0018;S005;PR04;2;140;89,97;50,03
4439;2023-06-14;P090;C0801;S020;PR05;1;516;437,43;78,57
4440;2023-11-18;P071;C0673;S009;PR08;9;177;142,83;34,17
4441;2024-07-17;P022;C0864;S003;PR04;1;276;219,8;56,2
4442;2022-08-17;P039;C0890;S003;PR05;1;594;415,23;178,77
4443;2025-06-03;P087;C0281;S010;PR05;3;290;154,63;135,37
4444;2023-08-19;P058;C0910;S007;PR06;1;978;494,19;483,81
4445;2023-03-11;P030;C0422;S002;PR07;7;330;261,86;68,14
4446;2024-05-31;P018;C0678;S008;PR03;7;332;186,61;145,39
4447;2024-10-17;P018;C0772;S012;PR10;8;136;71,65;64,35
4448;2023-02-06;P074;C0876;S009;PR03;2;807;603,97;203,03
4449;2023-09-14;P039;C0702;S011;PR09;7;937;468,89;468,11
4450;2022-03-29;P094;C0338;S019;PR01;9;364;276,38;87,62
4451;2023-08-07;P026;C0266;S020;PR10;5;197;111,76;85,24
4452;2022-11-05;P071;C0803;S017;PR08;3;136;83,3;52,7
4453;2024-06-24;P007;C0355;S013;PR10;9;695;389,27;305,73
4454;2022-12-09;P069;C0360;S001;PR03;1;774;597,53;176,47
4455;2023-03-12;P065;C0791;S001;PR05;3;184;123,22;60,78
4456;2022-06-26;P046;C0217;S008;PR03;2;193;107,7;85,3
4457;2022-05-19;P018;C0321;S013;PR10;2;650;333,77;316,23
4458;2022-07-13;P013;C0850;S006;PR01;3;768;649,23;118,77
4459;2025-04-24;P025;C0719;S003;PR10;7;174;130,5;43,5
4460;2025-05-26;P008;C0665;S016;PR05;6;678;500,35;177,65
4461;2025-04-02;P074;C0992;S010;PR08;9;614;415,05;198,95
4462;2025-03-30;P032;C0693;S007;PR05;3;803;523,75;279,25
4463;2024-07-31;P017;C0212;S003;PR04;5;529;411,87;117,13
4464;2023-06-09;P079;C0785;S014;PR09;9;329;259,68;69,32
4465;2024-12-01;P079;C0953;S016;PR01;3;744;387,91;356,09
4466;2024-07-03;P048;C0203;S004;PR05;8;756;605,4;150,6
4467;2022-07-29;P063;C0717;S013;PR01;9;253;193,94;59,06
4468;2024-01-11;P040;C0985;S001;PR06;7;370;247,96;122,04
4469;2024-05-11;P084;C0916;S005;PR10;6;181;120,68;60,32
4470;2025-07-22;P015;C0896;S018;PR09;6;610;483,23;126,77
4471;2024-08-11;P099;C0153;S012;PR02;6;710;552,2;157,8
4472;2025-07-26;P006;C0682;S011;PR04;5;311;170,61;140,39
4473;2025-06-28;P094;C0429;S009;PR08;7;146;101,06;44,94
4474;2025-08-26;P063;C0753;S007;PR03;7;712;597,56;114,44
4475;2024-04-12;P008;C0287;S014;PR07;7;621;470,35;150,65
4476;2022-05-20;P095;C0757;S003;PR07;3;113;94,98;18,02
4477;2024-03-02;P032;C0321;S016;PR02;6;465;358,79;106,21
4478;2023-06-30;P045;C0436;S007;PR10;9;946;646,72;299,28
4479;2024-10-13;P052;C0592;S001;PR04;9;108;76,87;31,13
4480;2022-02-26;P079;C0496;S006;PR01;4;407;304,56;102,44
4481;2022-04-22;P082;C0604;S006;PR08;9;799;603,32;195,68
4482;2022-01-05;P013;C0149;S010;PR10;2;268;204,12;63,88
4483;2025-12-04;P024;C0542;S012;PR10;8;200;165,12;34,88
4484;2025-12-08;P040;C0635;S019;PR09;2;80;48,66;31,34
4485;2025-04-20;P014;C0899;S006;PR01;5;166;131,19;34,81
4486;2024-11-02;P092;C0482;S014;PR07;6;650;454,6;195,4
4487;2025-09-24;P075;C0326;S003;PR01;2;715;579,05;135,95
4488;2025-07-06;P070;C0939;S010;PR01;9;796;573,82;222,18
4489;2022-03-31;P062;C0029;S009;PR09;6;300;248,19;51,81
4490;2023-09-08;P089;C0259;S020;PR10;8;585;379,32;205,68
4491;2024-06-09;P061;C0698;S019;PR10;4;131;70,05;60,95
4492;2023-11-29;P001;C0929;S015;PR06;3;706;512,35;193,65
4493;2025-06-27;P089;C0075;S009;PR01;4;316;243,67;72,33
4494;2025-07-02;P066;C0557;S019;PR07;1;710;526,82;183,18
4495;2024-06-16;P032;C0581;S008;PR03;1;581;437,92;143,08
4496;2024-08-28;P013;C0498;S004;PR10;8;136;69,37;66,63
4497;2025-02-05;P033;C0416;S005;PR04;1;922;772,38;149,62
4498;2023-10-30;P032;C0879;S019;PR04;5;46;27,25;18,75
4499;2023-08-17;P056;C0722;S014;PR08;9;451;290,83;160,17
4500;2023-08-12;P024;C0751;S018;PR01;3;898;580,51;317,49
4501;2023-04-30;P091;C0340;S019;PR08;2;330;269,73;60,27
4502;2024-09-08;P004;C0308;S006;PR09;5;722;548,96;173,04
4503;2024-08-29;P088;C0704;S005;PR07;2;894;641,06;252,94
4504;2025-07-05;P023;C0884;S011;PR01;1;409;221,67;187,33
4505;2023-10-01;P029;C0615;S005;PR07;9;694;425,56;268,44
4506;2024-09-23;P098;C0241;S008;PR06;9;947;636,5;310,5
4507;2022-10-09;P021;C0253;S005;PR05;1;481;259,84;221,16
4508;2024-09-12;P030;C0936;S011;PR05;4;25;17,5;7,5
4509;2025-01-16;P090;C0220;S013;PR01;5;722;415,16;306,84
4510;2025-05-12;P020;C0397;S006;PR06;2;549;432,93;116,07
4511;2022-01-16;P016;C0986;S005;PR04;9;178;140,64;37,36
4512;2025-03-20;P067;C0336;S018;PR01;9;327;232,05;94,95
4513;2024-07-24;P049;C0729;S010;PR08;9;675;422,43;252,57
4514;2022-09-11;P058;C0714;S016;PR08;8;971;500,64;470,36
4515;2025-04-26;P044;C0029;S014;PR04;6;214;154,11;59,89
4516;2022-11-25;P025;C0494;S015;PR07;1;498;385,75;112,25
4517;2023-06-28;P023;C0959;S003;PR03;5;249;193,38;55,62
4518;2024-02-22;P059;C0998;S003;PR08;8;525;351,52;173,48
4519;2024-09-23;P001;C0724;S012;PR07;4;721;395,94;325,06
4520;2025-11-21;P097;C0502;S015;PR05;8;356;186,08;169,92
4521;2025-09-15;P015;C0154;S011;PR05;6;711;369,37;341,63
4522;2024-04-24;P081;C0992;S010;PR09;1;152;89,27;62,73
4523;2025-04-07;P098;C0231;S020;PR06;1;968;531,93;436,07
4524;2023-01-01;P081;C0102;S015;PR06;3;739;413,18;325,82
4525;2025-04-16;P052;C0827;S018;PR02;1;676;503,38;172,62
4526;2023-10-17;P058;C0177;S014;PR05;4;178;100,18;77,82
4527;2025-10-17;P041;C0693;S006;PR04;3;291;216,01;74,99
4528;2024-01-30;P044;C0984;S014;PR10;7;972;605,62;366,38
4529;2023-10-01;P004;C0927;S016;PR03;9;552;425,69;126,31
4530;2024-11-29;P077;C0232;S002;PR09;7;700;388,97;311,03
4531;2024-07-12;P068;C0012;S019;PR07;5;314;159,57;154,43
4532;2023-02-20;P007;C0186;S005;PR04;1;824;437,73;386,27
4533;2025-10-10;P046;C0761;S011;PR09;5;956;801,27;154,73
4534;2022-09-12;P009;C0932;S011;PR09;1;840;578,16;261,84
4535;2025-03-12;P087;C0266;S019;PR07;6;349;248,65;100,35
4536;2023-12-11;P033;C0902;S018;PR05;8;819;686,69;132,31
4537;2023-07-31;P033;C0135;S008;PR09;7;300;231,48;68,52
4538;2024-06-18;P084;C0757;S012;PR07;1;456;245,98;210,02
4539;2022-01-11;P004;C0031;S009;PR09;8;83;53,75;29,25
4540;2022-01-26;P065;C0859;S003;PR03;9;948;746,54;201,46
4541;2024-08-14;P034;C0456;S006;PR09;2;378;276,98;101,02
4542;2023-02-25;P091;C0259;S001;PR01;1;248;142,73;105,27
4543;2025-05-29;P085;C0104;S017;PR05;6;633;495,0;138,0
4544;2023-05-11;P088;C0431;S003;PR02;4;825;573,86;251,14
4545;2025-06-14;P079;C0382;S018;PR01;7;266;206,39;59,61
4546;2022-08-25;P099;C0469;S018;PR03;3;111;79,84;31,16
4547;2024-10-05;P064;C0513;S002;PR07;3;866;573,3;292,7
4548;2022-08-07;P025;C0941;S004;PR03;8;667;503,57;163,43
4549;2023-04-06;P055;C0950;S001;PR10;7;20;16,06;3,94
4550;2023-10-25;P009;C0946;S010;PR10;5;989;655,66;333,34
4551;2023-09-27;P017;C0207;S005;PR09;3;334;170,48;163,52
4552;2025-03-13;P021;C0647;S005;PR03;1;310;219,36;90,64
4553;2024-09-16;P060;C0447;S009;PR06;3;265;140,88;124,12
4554;2022-07-08;P013;C0783;S014;PR02;9;259;158,92;100,08
4555;2022-09-12;P003;C0089;S013;PR08;1;500;346,21;153,79
4556;2022-03-09;P068;C0195;S013;PR10;5;291;180,67;110,33
4557;2023-09-08;P004;C0414;S001;PR05;4;673;402,67;270,33
4558;2022-12-02;P092;C0122;S017;PR02;6;536;271,77;264,23
4559;2023-11-02;P007;C0462;S020;PR07;2;867;515,21;351,79
4560;2024-03-31;P026;C0116;S008;PR03;4;808;512,82;295,18
4561;2024-05-23;P075;C0196;S003;PR05;9;333;200,33;132,67
4562;2025-12-03;P024;C0036;S017;PR09;5;588;423,33;164,67
4563;2022-10-27;P010;C0067;S012;PR01;8;158;115,82;42,18
4564;2022-12-23;P013;C0645;S018;PR02;2;517;399,62;117,38
4565;2022-09-13;P044;C0281;S014;PR05;9;346;195,51;150,49
4566;2024-10-04;P039;C0479;S011;PR04;7;140;100,33;39,67
4567;2022-12-19;P019;C0011;S016;PR01;7;411;267,36;143,64
4568;2023-06-08;P051;C0968;S004;PR07;2;484;296,7;187,3
4569;2024-08-07;P019;C0730;S018;PR09;8;929;621,47;307,53
4570;2024-01-26;P076;C0322;S007;PR01;9;196;131,02;64,98
4571;2022-10-11;P052;C0668;S011;PR08;5;383;277,21;105,79
4572;2025-08-28;P086;C0240;S016;PR09;3;517;359,69;157,31
4573;2022-04-09;P047;C0060;S016;PR02;3;180;129,77;50,23
4574;2022-07-16;P030;C0650;S003;PR01;6;683;575,89;107,11
4575;2023-04-27;P046;C0562;S009;PR06;1;986;772,69;213,31
4576;2024-05-27;P076;C0679;S008;PR07;9;569;342,66;226,34
4577;2025-06-03;P093;C0165;S007;PR02;6;354;243,1;110,9
4578;2023-09-07;P021;C0831;S017;PR05;9;69;40,04;28,96
4579;2023-09-10;P075;C0189;S011;PR05;3;766;522,11;243,89
