EventID;DateKey;CustomerKey;EventType;Channel
1273;2023-06-21;C0170;FirstPurchase;Web
1274;2022-06-17;C0677;FirstPurchase;Web
1275;2024-07-20;C0361;FirstPurchase;Mobile
1276;2024-08-13;C0549;Repeat;Store
1277;2022-12-17;C0711;Repeat;Store
1278;2023-05-30;C0134;Repeat;Web
1279;2023-10-15;C0462;Churn;Mobile
1280;2025-09-09;C0406;Repeat;Web
1281;2025-03-08;C0370;Return;Store
1282;2023-03-08;C0863;Repeat;Mobile
1283;2024-09-01;C0749;FirstPurchase;Store
1284;2024-04-07;C0714;Repeat;Web
1285;2022-01-02;C0174;Return;Mobile
1286;2025-09-20;C0296;Churn;Store
1287;2024-08-23;C0310;Return;Mobile
1288;2023-07-01;C0046;Return;Mobile
1289;2024-03-29;C0420;FirstPurchase;Store
1290;2022-04-18;C0631;FirstPurchase;Web
1291;2023-09-17;C0297;Return;Store
1292;2022-02-25;C0742;Churn;Store
1293;2022-02-09;C0866;Repeat;Mobile
1294;2023-05-20;C0835;FirstPurchase;Mobile
1295;2024-08-30;C0894;Return;Store
1296;2023-11-30;C0791;FirstPurchase;Store
1297;2022-01-12;C0171;Repeat;Web
1298;2022-08-23;C0317;Churn;Mobile
1299;2025-08-13;C0273;Repeat;Store
1300;2024-07-04;C0733;Churn;Web
1301;2023-02-28;C0705;Repeat;Mobile
1302;2022-10-02;C0515;FirstPurchase;Web
1303;2025-04-11;C0078;Repeat;Store
1304;2023-08-26;C0203;Return;Mobile
1305;2024-11-18;C0030;Repeat;Web
1306;2023-06-15;C0021;Return;Store
1307;2025-04-22;C0144;Return;Web
1308;2023-10-04;C0750;FirstPurchase;Web
1309;2023-02-28;C0830;Return;Store
1310;2023-03-25;C0572;FirstPurchase;Mobile
1311;2025-01-06;C0627;Churn;Store
1312;2023-06-04;C0393;Churn;Mobile
1313;2024-11-16;C0759;Repeat;Web
1314;2024-07-14;C0578;Repeat;Web
1315;2023-10-27;C0922;FirstPurchase;Store
1316;2023-07-15;C0362;FirstPurchase;Web
1317;2024-05-17;C0323;Repeat;Web
1318;2023-09-06;C0271;Repeat;Mobile
1319;2025-09-06;C0780;Repeat;Store
1320;2025-08-03;C0531;Return;Mobile
1321;2025-06-04;C0745;Churn;Store
1322;2022-11-12;C0526;Repeat;Web
1323;2025-05-21;C0143;Return;Web
1324;2022-03-14;C0599;FirstPurchase;Store
1325;2024-11-18;C0267;Repeat;Store
1326;2025-05-08;C0063;FirstPurchase;Store
1327;2025-09-29;C0811;FirstPurchase;Web
1328;2025-02-23;C0195;Churn;Mobile
1329;2025-02-01;C0683;FirstPurchase;Web
1330;2023-10-05;C0641;Return;Web
1331;2025-01-23;C0132;Churn;Web
1332;2022-06-08;C0853;Repeat;Store
1333;2023-11-23;C0025;Return;Web
1334;2022-05-16;C0852;FirstPurchase;Mobile
1335;2022-08-23;C0074;Repeat;Store
1336;2024-02-02;C0210;Repeat;Web
1337;2022-10-09;C0225;FirstPurchase;Web
1338;2023-02-03;C0565;Return;Web
1339;2023-04-06;C0419;Return;Web
1340;2022-07-03;C0409;Repeat;Store
1341;2023-08-21;C0131;FirstPurchase;Store
1342;2022-05-02;C0947;FirstPurchase;Store
1343;2022-11-14;C0178;Repeat;Store
1344;2022-05-21;C0525;FirstPurchase;Store
1345;2023-07-12;C0291;Churn;Web
1346;2025-04-20;C0473;Return;Store
1347;2024-02-16;C0951;Return;Web
1348;2022-12-10;C0146;Return;Mobile
1349;2025-07-06;C0947;Churn;Mobile
1350;2024-07-07;C0030;Repeat;Web
1351;2022-01-12;C0040;Return;Web
1352;2023-07-07;C0622;FirstPurchase;Store
1353;2023-03-04;C0030;Repeat;Store
1354;2023-06-07;C0186;Repeat;Mobile
1355;2023-10-21;C0344;Return;Mobile
1356;2023-03-19;C0602;FirstPurchase;Web
1357;2022-03-14;C0833;Repeat;Mobile
1358;2025-04-03;C0353;Return;Web
1359;2025-03-07;C0072;FirstPurchase;Web
1360;2025-09-14;C0012;FirstPurchase;Mobile
1361;2024-11-22;C0392;Repeat;Web
1362;2022-05-28;C0971;Churn;Web
1363;2022-11-27;C0078;Churn;Web
1364;2022-12-15;C0274;Return;Web
1365;2023-09-29;C0236;Return;Store
1366;2023-09-28;C0104;Churn;Mobile
1367;2025-07-16;C0577;FirstPurchase;Mobile
1368;2025-02-21;C0725;Repeat;Web
1369;2024-01-18;C0394;FirstPurchase;Mobile
1370;2024-04-10;C0037;Repeat;Mobile
1371;2023-10-16;C0285;FirstPurchase;Store
1372;2022-02-23;C0686;Repeat;Store
1373;2023-03-02;C0104;Churn;Store
1374;2024-07-22;C0728;Churn;Store
1375;2022-03-24;C0890;Churn;Store
1376;2023-09-10;C0300;Churn;Web
1377;2023-01-08;C0932;Repeat;Mobile
1378;2024-04-19;C0530;Repeat;Store
1379;2024-04-29;C0591;Churn;Store
1380;2025-06-03;C0928;Repeat;Mobile
1381;2022-10-19;C0998;FirstPurchase;Web
1382;2024-10-29;C0235;Return;Mobile
1383;2023-12-21;C0365;Repeat;Store
1384;2024-02-12;C0532;Repeat;Web
1385;2023-10-17;C0802;FirstPurchase;Web
1386;2024-07-08;C0585;Churn;Web
1387;2023-05-26;C0425;FirstPurchase;Mobile
1388;2024-12-23;C0503;Churn;Mobile
1389;2023-05-10;C0354;FirstPurchase;Mobile
1390;2024-09-30;C0163;Churn;Store
1391;2024-12-07;C0185;FirstPurchase;Web
1392;2024-07-27;C0376;Return;Store
1393;2025-04-05;C0795;Return;Web
1394;2022-12-08;C0746;Repeat;Web
1395;2025-10-25;C0274;Return;Web
1396;2023-12-21;C0917;FirstPurchase;Web
1397;2025-06-02;C0658;Return;Web
1398;2023-03-20;C0667;FirstPurchase;Web
1399;2025-10-30;C0735;Churn;Web
1400;2022-09-20;C0924;Return;Mobile
1401;2022-05-26;C0097;Return;Mobile
1402;2022-05-08;C0505;Churn;Store
1403;2024-02-13;C0143;Return;Web
1404;2023-09-17;C0429;Repeat;Store
1405;2022-09-25;C0559;FirstPurchase;Mobile
1406;2025-10-19;C0375;Repeat;Store
1407;2025-05-18;C0804;Churn;Store
1408;2024-08-31;C0531;Return;Web
1409;2025-05-30;C0867;FirstPurchase;Store
1410;2022-10-29;C0736;Repeat;Store
1411;2025-07-06;C0045;Repeat;Store
1412;2024-12-12;C0103;Churn;Mobile
1413;2024-12-21;C0252;Return;Web
1414;2024-06-27;C0569;FirstPurchase;Web
1415;2023-04-30;C0844;Return;Web
1416;2025-11-27;C0631;Return;Web
1417;2025-09-03;C0157;Churn;Mobile
1418;2023-02-25;C0482;Churn;Web
1419;2023-12-18;C0016;FirstPurchase;Store
1420;2025-11-23;C0150;FirstPurchase;Mobile
1421;2025-01-18;C0328;Churn;Store
1422;2023-08-05;C0311;Churn;Mobile
1423;2024-02-19;C0908;FirstPurchase;Web
1424;2022-12-11;C0482;Repeat;Web
1425;2023-03-10;C0656;Repeat;Mobile
1426;2023-07-13;C0823;Return;Web
1427;2023-06-12;C0815;FirstPurchase;Mobile
1428;2023-01-01;C0508;FirstPurchase;Web
1429;2025-11-24;C0073;Return;Mobile
1430;2022-07-14;C0795;FirstPurchase;Web
1431;2024-10-10;C0623;Repeat;Web
1432;2024-09-10;C0099;FirstPurchase;Mobile
1433;2022-08-22;C0395;Churn;Store
1434;2023-08-22;C0211;FirstPurchase;Web
1435;2022-03-05;C0863;FirstPurchase;Mobile
1436;2023-04-23;C0655;Return;Web
1437;2024-08-02;C0437;Churn;Web
1438;2025-11-29;C0633;Return;Store
1439;2024-08-06;C0859;FirstPurchase;Mobile
1440;2023-11-25;C0545;Churn;Store
1441;2025-02-28;C0199;Repeat;Web
1442;2025-12-31;C0727;Repeat;Mobile
1443;2022-08-27;C0356;FirstPurchase;Store
1444;2022-05-20;C0022;Repeat;Mobile
1445;2023-07-04;C0833;FirstPurchase;Web
1446;2025-09-19;C0570;Return;Web
1447;2022-04-01;C0795;FirstPurchase;Store
1448;2025-03-15;C0884;Churn;Web
1449;2023-11-06;C0459;Churn;Mobile
1450;2022-12-06;C0652;FirstPurchase;Web
1451;2025-05-06;C0444;Repeat;Store
1452;2023-03-31;C0469;Return;Web
1453;2025-10-13;C0328;FirstPurchase;Store
1454;2024-04-23;C0461;Repeat;Store
1455;2025-07-20;C0229;Churn;Store
1456;2022-03-11;C0545;Return;Store
1457;2024-07-21;C0626;Repeat;Mobile
1458;2024-09-11;C0194;FirstPurchase;Store
1459;2024-10-29;C0393;Return;Mobile
1460;2023-12-09;C0461;Return;Mobile
1461;2024-10-23;C0282;Repeat;Mobile
1462;2022-09-26;C0685;Repeat;Web
1463;2025-10-07;C0567;FirstPurchase;Store
1464;2024-10-26;C0367;Churn;Store
1465;2023-01-20;C0180;Return;Web
1466;2025-06-11;C0393;FirstPurchase;Store
1467;2024-06-19;C0253;Churn;Web
1468;2024-09-08;C0975;Repeat;Store
1469;2022-04-06;C0249;Churn;Mobile
1470;2023-09-16;C0135;Repeat;Mobile
1471;2022-05-05;C0313;Churn;Mobile
1472;2023-07-07;C0185;FirstPurchase;Store
1473;2024-08-03;C0119;Repeat;Mobile
1474;2023-01-04;C0933;Return;Web
1475;2022-01-07;C0329;FirstPurchase;Store
1476;2022-10-04;C0846;FirstPurchase;Store
1477;2025-05-17;C0926;Churn;Store
1478;2022-07-12;C0563;FirstPurchase;Mobile
1479;2022-06-09;C0303;Churn;Mobile
1480;2023-05-03;C0880;Churn;Web
1481;2024-09-06;C0084;Repeat;Web
1482;2022-09-04;C0438;FirstPurchase;Store
1483;2022-01-06;C0663;FirstPurchase;Web
1484;2023-07-07;C0463;Return;Store
1485;2022-02-02;C0698;FirstPurchase;Mobile
1486;2024-08-27;C0312;Return;Mobile
1487;2025-07-27;C0543;FirstPurchase;Store
1488;2024-09-29;C0324;Churn;Mobile
1489;2024-01-25;C0985;Return;Mobile
1490;2022-04-16;C0190;Churn;Mobile
1491;2024-08-03;C0627;Return;Store
1492;2023-09-30;C0979;FirstPurchase;Web
1493;2024-12-26;C0572;Return;Store
1494;2022-01-04;C0421;Churn;Store
1495;2022-02-23;C0802;Churn;Mobile
1496;2025-09-26;C0257;FirstPurchase;Mobile
1497;2025-03-03;C0297;Churn;Web
1498;2024-09-06;C0735;FirstPurchase;Store
1499;2022-02-14;C0616;Repeat;Web
1500;2025-06-02;C0428;Churn;Web
1501;2024-05-01;C0803;Repeat;Store
1502;2022-06-20;C0155;Repeat;Web
1503;2023-03-26;C0661;Return;Store
1504;2023-01-02;C0200;Repeat;Store
1505;2024-06-21;C0338;Return;Web
1506;2022-11-07;C0279;Churn;Web
1507;2023-11-08;C0553;FirstPurchase;Store
1508;2022-07-23;C0996;FirstPurchase;Mobile
1509;2025-07-19;C0255;Return;Mobile
1510;2022-09-08;C0477;Return;Store
1511;2024-12-30;C0464;Repeat;Mobile
1512;2025-10-01;C0434;Return;Web
1513;2022-09-12;C0505;Repeat;Web
1514;2022-05-09;C0202;Repeat;Mobile
1515;2023-05-29;C0465;Return;Mobile
1516;2022-12-17;C0534;Repeat;Store
1517;2022-03-25;C0040;Churn;Web
1518;2025-10-12;C0130;Churn;Mobile
1519;2025-02-20;C0810;Return;Mobile
1520;2024-04-12;C0414;Repeat;Mobile
1521;2025-08-23;C0172;Return;Mobile
1522;2025-03-30;C0999;Churn;Web
1523;2023-05-30;C0231;Repeat;Store
1524;2023-04-12;C0237;Return;Web
1525;2023-01-13;C0595;FirstPurchase;Store
1526;2022-04-14;C0010;Repeat;Mobile
1527;2025-03-02;C0084;Churn;Mobile
1528;2024-07-31;C0447;FirstPurchase;Store
1529;2023-07-09;C0920;Churn;Mobile
1530;2024-03-25;C0902;Churn;Web
1531;2025-06-06;C0379;Return;Store
1532;2023-06-02;C0045;Churn;Mobile
1533;2025-04-26;C0637;FirstPurchase;Mobile
1534;2025-12-14;C0658;Return;Mobile
1535;2025-10-29;C0656;Return;Store
1536;2023-06-02;C0502;Repeat;Web
1537;2022-04-11;C0871;FirstPurchase;Web
1538;2022-08-08;C0616;FirstPurchase;Mobile
1539;2022-05-18;C0040;Churn;Store
1540;2023-10-30;C0400;Return;Store
1541;2022-09-19;C0616;FirstPurchase;Store
1542;2023-08-08;C0847;FirstPurchase;Mobile
1543;2022-10-07;C0896;Churn;Web
1544;2025-01-10;C0360;Repeat;Store
1545;2022-11-20;C0710;FirstPurchase;Web
1546;2023-03-05;C0993;Churn;Store
1547;2025-10-29;C0240;Repeat;Store
1548;2023-05-21;C0397;Repeat;Web
1549;2023-04-16;C0964;Repeat;Store
1550;2025-07-30;C0480;Repeat;Web
1551;2024-02-20;C0562;FirstPurchase;Store
1552;2024-08-28;C0157;FirstPurchase;Web
1553;2023-08-10;C0954;Churn;Mobile
1554;2022-05-27;C0647;FirstPurchase;Store
1555;2022-06-10;C0225;FirstPurchase;Store
1556;2023-12-19;C0773;FirstPurchase;Web
1557;2025-07-16;C0762;Repeat;Web
1558;2025-07-10;C0168;FirstPurchase;Web
1559;2025-03-29;C0516;Return;Web
1560;2023-07-11;C0519;Churn;Mobile
1561;2022-11-08;C0976;FirstPurchase;Store
1562;2022-08-17;C0549;Return;Store
1563;2025-08-18;C0625;Return;Store
1564;2025-01-28;C0587;Repeat;Mobile
1565;2023-02-22;C0187;Churn;Web
1566;2025-06-05;C0562;Repeat;Mobile
1567;2025-04-29;C0837;Return;Store
1568;2022-03-11;C0157;FirstPurchase;Store
1569;2024-02-02;C0439;Return;Web
1570;2024-01-29;C0887;Churn;Web
1571;2022-11-06;C0601;Return;Mobile
1572;2024-04-12;C0195;Return;Store
1573;2022-10-28;C0480;Repeat;Mobile
1574;2024-11-19;C0030;Return;Store
1575;2025-01-07;C0404;Repeat;Web
1576;2024-04-20;C0990;Repeat;Web
1577;2025-06-24;C0067;FirstPurchase;Store
1578;2022-11-13;C0573;Return;Web
1579;2022-08-09;C0300;FirstPurchase;Store
1580;2022-05-10;C0568;Churn;Web
1581;2025-03-27;C0079;Repeat;Web
1582;2025-04-12;C0956;Repeat;Mobile
1583;2024-01-29;C0169;Churn;Web
1584;2022-03-09;C0846;Repeat;Store
1585;2022-05-27;C0808;FirstPurchase;Store
1586;2023-04-13;C0818;FirstPurchase;Store
1587;2022-01-05;C0138;Churn;Mobile
1588;2023-08-08;C0785;Return;Store
1589;2022-07-31;C0015;Repeat;Mobile
1590;2023-03-23;C0605;Return;Mobile
1591;2023-01-04;C0693;FirstPurchase;Web
1592;2022-02-28;C0482;FirstPurchase;Web
1593;2022-11-12;C0995;Repeat;Mobile
1594;2022-05-03;C0969;Churn;Store
1595;2023-08-15;C0051;FirstPurchase;Mobile
1596;2023-01-14;C0721;Return;Web
1597;2025-01-31;C0121;FirstPurchase;Mobile
1598;2023-11-04;C0066;Repeat;Store
1599;2024-07-05;C0026;Churn;Mobile
1600;2023-05-21;C0806;FirstPurchase;Web
1601;2025-08-28;C0893;Repeat;Mobile
1602;2023-10-25;C0860;FirstPurchase;Store
1603;2023-02-08;C0286;FirstPurchase;Store
1604;2024-09-09;C0747;Return;Web
1605;2023-07-15;C0055;FirstPurchase;Web
1606;2023-11-18;C0649;FirstPurchase;Web
1607;2024-12-29;C0988;Churn;Web
1608;2022-09-12;C0784;Return;Mobile
1609;2022-10-28;C0024;Churn;Web
1610;2025-05-12;C0214;Repeat;Store
1611;2025-04-01;C0788;FirstPurchase;Web
1612;2024-06-06;C0062;Return;Mobile
1613;2025-10-31;C0052;Churn;Mobile
1614;2022-06-04;C0638;Churn;Mobile
1615;2022-10-30;C0334;Repeat;Mobile
1616;2022-09-02;C0052;Repeat;Store
1617;2022-10-15;C0299;Repeat;Web
1618;2024-11-18;C0608;Churn;Web
1619;2022-07-18;C0650;FirstPurchase;Web
1620;2022-02-22;C0322;Repeat;Web
1621;2025-01-21;C0327;Churn;Web
1622;2023-03-16;C0961;Repeat;Web
1623;2025-05-25;C0613;FirstPurchase;Web
1624;2022-10-26;C0015;Repeat;Mobile
1625;2025-02-09;C0331;Return;Mobile
1626;2025-01-19;C0596;Churn;Store
1627;2024-09-09;C0306;Churn;Mobile
1628;2025-09-01;C0041;Repeat;Store
1629;2025-08-02;C0060;Repeat;Web
1630;2022-02-12;C0289;FirstPurchase;Web
1631;2025-05-24;C0820;Repeat;Mobile
1632;2024-03-26;C0678;Repeat;Mobile
1633;2024-09-02;C0468;FirstPurchase;Web
1634;2025-07-10;C0378;Return;Web
1635;2025-01-15;C0192;FirstPurchase;Mobile
1636;2025-02-15;C0394;FirstPurchase;Web
1637;2022-01-19;C0352;FirstPurchase;Mobile
1638;2022-02-21;C0612;Churn;Web
1639;2024-01-21;C0946;Repeat;Mobile
1640;2023-05-20;C0959;Return;Mobile
1641;2025-03-03;C0315;Churn;Web
1642;2024-06-08;C0140;Repeat;Web
1643;2025-05-19;C0570;Churn;Mobile
1644;2025-09-01;C0217;Churn;Store
1645;2023-04-20;C0009;Repeat;Store
1646;2022-12-15;C0945;Return;Store
1647;2022-04-28;C0445;Churn;Store
1648;2023-10-14;C0081;FirstPurchase;Web
1649;2022-06-15;C0718;Churn;Store
1650;2022-05-21;C0472;Churn;Store
1651;2023-05-23;C0617;Repeat;Mobile
1652;2022-01-28;C0763;Churn;Mobile
1653;2024-10-25;C0563;Return;Web
1654;2025-04-12;C0429;Churn;Mobile
1655;2024-03-24;C0067;Churn;Store
1656;2022-06-04;C0370;Churn;Store
1657;2023-02-14;C0361;Churn;Web
1658;2024-01-28;C0080;Repeat;Web
1659;2024-12-21;C0530;FirstPurchase;Store
1660;2022-07-15;C0743;FirstPurchase;Mobile
1661;2023-08-07;C0957;Repeat;Mobile
1662;2022-03-31;C0178;Churn;Web
1663;2023-10-02;C0654;Churn;Web
1664;2023-01-31;C0650;Repeat;Web
1665;2022-06-29;C0970;FirstPurchase;Store
1666;2023-10-27;C0390;Return;Mobile
1667;2024-11-28;C0771;Churn;Mobile
1668;2025-03-16;C0625;Repeat;Mobile
1669;2023-08-06;C0598;Churn;Store
1670;2022-03-18;C0386;FirstPurchase;Web
1671;2024-03-02;C0743;Churn;Mobile
1672;2024-03-23;C0844;FirstPurchase;Store
1673;2024-02-15;C0889;Return;Mobile
1674;2025-12-23;C0897;Return;Store
1675;2025-02-27;C0948;Churn;Mobile
1676;2022-11-19;C0101;Repeat;Web
1677;2025-12-23;C0141;FirstPurchase;Mobile
1678;2023-10-28;C0544;Churn;Store
1679;2023-07-04;C0921;FirstPurchase;Mobile
1680;2024-12-16;C0499;Repeat;Store
1681;2025-03-30;C0422;Churn;Store
1682;2024-12-31;C0389;Repeat;Mobile
1683;2025-10-05;C0869;FirstPurchase;Store
1684;2022-11-16;C0914;Churn;Store
1685;2025-07-26;C0138;Repeat;Web
1686;2024-11-01;C0181;Return;Web
1687;2022-12-25;C0723;FirstPurchase;Web
1688;2024-02-02;C0418;Churn;Store
1689;2024-11-22;C0542;Return;Mobile
1690;2023-03-08;C0928;Repeat;Mobile
1691;2025-10-08;C0651;Return;Web
1692;2022-10-28;C0598;FirstPurchase;Store
1693;2022-03-16;C0158;Churn;Web
1694;2024-05-24;C0513;Return;Web
1695;2022-08-31;C0006;Repeat;Store
1696;2025-10-26;C0590;Return;Web
1697;2025-08-15;C0696;Churn;Store
1698;2022-10-08;C0195;Return;Web
1699;2023-06-11;C0058;Churn;Mobile
1700;2023-06-06;C0999;Repeat;Web
1701;2025-11-28;C0207;Churn;Mobile
1702;2022-09-29;C0607;Repeat;Web
1703;2023-01-16;C0256;Return;Web
1704;2025-01-26;C0510;Churn;Mobile
1705;2022-08-01;C0892;FirstPurchase;Web
1706;2024-12-05;C0147;Repeat;Store
1707;2023-09-28;C0957;Return;Mobile
1708;2023-05-19;C0830;Return;Store
1709;2025-06-09;C0982;Repeat;Store
1710;2022-05-09;C0839;FirstPurchase;Mobile
1711;2025-08-28;C0219;Repeat;Web
1712;2022-02-15;C0931;Churn;Store
1713;2024-08-12;C0171;Return;Web
1714;2023-04-07;C0517;Repeat;Store
1715;2023-03-21;C0128;Churn;Mobile
1716;2024-09-05;C0046;Return;Mobile
1717;2024-02-15;C0803;Return;Store
1718;2023-07-07;C0356;Churn;Mobile
1719;2025-03-12;C0101;Repeat;Store
1720;2023-07-10;C0636;Repeat;Web
1721;2025-07-02;C0727;Return;Store
1722;2023-10-03;C0932;Repeat;Store
1723;2022-04-21;C0772;FirstPurchase;Store
1724;2024-10-19;C0445;Repeat;Mobile
1725;2022-08-13;C0258;Repeat;Mobile
1726;2025-05-01;C0101;Return;Mobile
1727;2025-02-14;C0163;Return;Store
1728;2023-02-22;C0558;Churn;Mobile
1729;2023-01-23;C0004;Return;Mobile
1730;2024-04-28;C0763;Repeat;Mobile
1731;2025-11-10;C0384;FirstPurchase;Mobile
1732;2023-02-27;C0444;Churn;Mobile
1733;2025-07-02;C0560;Return;Store
1734;2024-08-07;C0376;Churn;Store
1735;2025-08-14;C0516;Repeat;Mobile
1736;2023-02-14;C0710;Churn;Mobile
1737;2024-03-05;C0563;Return;Store
1738;2024-07-09;C0017;Churn;Store
1739;2024-03-07;C0260;Repeat;Mobile
1740;2023-01-01;C0342;Return;Web
1741;2023-04-11;C0697;Repeat;Mobile
1742;2025-10-26;C0981;Return;Web
1743;2023-03-20;C0972;Return;Mobile
1744;2022-12-12;C0647;FirstPurchase;Web
1745;2023-08-20;C0944;FirstPurchase;Web
1746;2025-11-29;C0860;Return;Mobile
1747;2025-03-05;C0238;Repeat;Store
1748;2023-01-08;C0845;Churn;Store
1749;2022-11-18;C0491;Return;Store
1750;2022-08-14;C0161;FirstPurchase;Store
1751;2025-02-10;C0488;FirstPurchase;Mobile
1752;2022-01-18;C0845;Repeat;Web
1753;2024-04-28;C0196;Return;Store
1754;2024-02-10;C0128;Churn;Mobile
1755;2024-05-02;C0440;FirstPurchase;Mobile
1756;2023-08-18;C0281;Repeat;Store
1757;2025-08-31;C0084;Return;Store
1758;2022-05-02;C0358;Repeat;Store
1759;2025-12-10;C0163;Return;Store
1760;2022-01-11;C0329;Churn;Mobile
1761;2022-06-30;C0606;Repeat;Mobile
1762;2023-02-17;C0423;Repeat;Web
1763;2023-01-23;C0023;Repeat;Web
1764;2022-08-08;C0395;Return;Mobile
1765;2025-03-06;C0079;FirstPurchase;Web
1766;2022-11-09;C0751;Return;Mobile
1767;2025-04-04;C0117;Churn;Store
1768;2024-08-18;C0790;Return;Mobile
1769;2023-02-23;C0337;Repeat;Store
1770;2023-03-07;C0943;Repeat;Store
1771;2022-02-03;C0268;Churn;Mobile
1772;2022-11-15;C0243;FirstPurchase;Mobile
1773;2025-07-12;C0419;Churn;Store
1774;2022-10-02;C0290;FirstPurchase;Web
1775;2025-12-04;C0129;Repeat;Mobile
1776;2025-04-12;C0249;Churn;Store
1777;2025-08-28;C0160;FirstPurchase;Web
1778;2022-09-23;C0900;Churn;Web
1779;2023-09-24;C0408;Repeat;Store
1780;2023-11-14;C0455;Return;Mobile
1781;2025-12-08;C0509;Return;Web
1782;2023-07-06;C0332;FirstPurchase;Web
1783;2022-07-02;C0918;Repeat;Web
1784;2023-03-18;C0241;Churn;Store
1785;2023-05-05;C0931;Repeat;Web
1786;2024-12-06;C0469;Churn;Web
1787;2024-08-30;C0413;Churn;Store
1788;2022-10-20;C0113;Return;Web
1789;2022-03-20;C0913;Repeat;Store
1790;2025-04-23;C0156;FirstPurchase;Web
1791;2023-09-03;C0303;Churn;Store
1792;2024-06-17;C0425;Churn;Store
1793;2023-07-11;C0017;FirstPurchase;Mobile
1794;2023-08-22;C0516;FirstPurchase;Mobile
1795;2022-11-25;C0504;FirstPurchase;Store
1796;2023-02-03;C0041;Repeat;Store
1797;2023-10-20;C0646;FirstPurchase;Web
1798;2025-08-12;C0975;Churn;Web
1799;2022-01-03;C0940;Return;Mobile
1800;2025-08-30;C0152;Return;Web
1801;2025-09-12;C0054;Return;Store
1802;2025-10-05;C0712;Return;Store
1803;2022-08-07;C0873;Churn;Store
1804;2023-11-02;C0347;Repeat;Web
1805;2022-10-26;C0639;Repeat;Web
1806;2023-10-29;C0799;Churn;Store
1807;2022-06-04;C0265;Return;Web
1808;2024-09-15;C0722;Churn;Store
1809;2025-09-10;C0821;Return;Store
1810;2024-10-23;C0636;Return;Store
1811;2024-05-20;C0002;Churn;Store
1812;2023-10-15;C0214;Repeat;Mobile
1813;2024-05-14;C0404;Churn;Web
1814;2024-12-19;C0888;Churn;Store
1815;2023-08-19;C0874;Return;Store
1816;2025-05-06;C0772;Repeat;Store
1817;2022-12-29;C0230;Churn;Web
1818;2024-04-28;C0684;Churn;Web
1819;2024-06-09;C0830;FirstPurchase;Mobile
1820;2025-03-30;C0269;Churn;Mobile
1821;2023-06-02;C0113;FirstPurchase;Store
1822;2024-06-04;C0148;Return;Mobile
1823;2023-03-24;C0948;Repeat;Web
1824;2023-05-04;C0134;Repeat;Store
1825;2024-10-02;C0655;FirstPurchase;Web
1826;2024-10-15;C0200;Churn;Mobile
1827;2023-03-31;C0576;Return;Store
1828;2024-08-04;C0510;FirstPurchase;Store
1829;2022-11-19;C0606;Repeat;Store
1830;2024-05-18;C0932;Return;Web
1831;2025-11-30;C0164;Return;Web
1832;2024-09-24;C0131;Churn;Mobile
1833;2024-03-02;C0347;Return;Web
1834;2025-05-13;C0222;Churn;Mobile
1835;2022-11-17;C0123;Repeat;Store
1836;2025-04-19;C0989;FirstPurchase;Web
1837;2025-02-25;C0464;FirstPurchase;Web
1838;2024-07-25;C0040;Repeat;Web
1839;2022-04-10;C0422;Churn;Web
1840;2024-03-10;C0980;Return;Web
1841;2022-11-23;C0045;Return;Store
1842;2022-08-30;C0190;Repeat;Store
1843;2022-02-14;C0976;Churn;Store
1844;2024-11-21;C0725;FirstPurchase;Store
1845;2023-06-24;C0210;FirstPurchase;Mobile
1846;2025-10-08;C0617;FirstPurchase;Mobile
1847;2024-01-20;C0888;FirstPurchase;Mobile
1848;2024-02-21;C0607;Repeat;Mobile
1849;2023-10-15;C0578;FirstPurchase;Mobile
1850;2025-12-28;C0024;Repeat;Store
1851;2025-04-06;C0774;Repeat;Mobile
1852;2025-12-25;C0382;Return;Store
1853;2022-04-23;C0494;Repeat;Store
1854;2023-09-17;C0337;Return;Web
1855;2023-04-20;C0858;Churn;Mobile
1856;2025-08-02;C0500;FirstPurchase;Mobile
1857;2024-10-21;C0485;Churn;Store
1858;2023-02-22;C0642;Churn;Store
1859;2022-07-06;C0538;Return;Web
1860;2023-03-25;C0044;Return;Web
1861;2023-11-13;C0997;Return;Store
1862;2024-09-04;C0513;Repeat;Store
1863;2024-01-24;C0642;FirstPurchase;Store
1864;2025-07-22;C0225;Return;Web
1865;2024-06-27;C0779;Return;Mobile
1866;2022-01-23;C0414;Repeat;Web
1867;2024-12-25;C0546;FirstPurchase;Web
1868;2025-11-11;C0829;Churn;Web
1869;2025-01-14;C0347;Return;Store
1870;2024-07-20;C0107;Churn;Web
1871;2023-12-13;C0930;Repeat;Mobile
1872;2025-01-15;C0199;FirstPurchase;Web
1873;2022-11-24;C0359;Return;Mobile
1874;2024-05-06;C0743;Repeat;Mobile
1875;2024-08-17;C0258;Repeat;Store
1876;2025-03-08;C0064;Churn;Store
1877;2022-08-23;C0606;Repeat;Store
1878;2024-02-13;C0752;Repeat;Mobile
1879;2024-05-23;C0387;FirstPurchase;Store
1880;2024-09-28;C0383;FirstPurchase;Mobile
1881;2024-10-06;C0450;FirstPurchase;Store
1882;2022-08-16;C0158;Repeat;Store
1883;2022-03-23;C0101;Return;Mobile
1884;2023-11-04;C0477;FirstPurchase;Store
1885;2022-07-08;C0675;Return;Web
1886;2022-01-18;C0634;Repeat;Web
1887;2024-10-27;C0230;FirstPurchase;Web
1888;2025-08-01;C0662;Return;Web
